applicant_id,TARGET,CODE_GENDER,DAYS_BIRTH,DAYS_EMPLOYED,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,NAME_INCOME_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,BUREAU_LOAN_COUNT,BUREAU_OVERDUE_RATIO,PREV_APPLICATION_COUNT,PREV_APPROVAL_RATE,INSTALLMENT_LATE_RATIO,INSTALLMENT_AVG_DAYS_LATE,DEBT_TO_INCOME,ANNUITY_TO_INCOME,CREDIT_TERM,IS_PENSIONER_SENTINEL,EMPLOYED_YEARS,AGE_YEARS,EMPLOYED_TO_AGE_RATIO,IS_THIN_FILE
100017,0,F,-20782,-1006,180378.54,312815.13,29490.35,Lower secondary,Married,House / apartment,Working,0.4322,0.3151,0.5362,0,0.0524,0,0.7988,0.0802,1.65,1.7342147796517258,0.1634914552473925,10.607372581200291,0,2.756164383561644,56.93698630136986,0.048407275526898275,1
100018,0,M,-24668,-7570,86908.8,457265.57,17283.16,Incomplete higher,Married,House / apartment,Commercial associate,0.6354,0.3934,0.5138,3,0.0521,3,0.9363,0.1704,3.52,5.261441534113922,0.19886547737398283,26.45728963916321,0,20.73972602739726,67.58356164383562,0.3068753040376196,0
100019,0,F,-8668,-1419,238744.13,1126746.65,106283.97,Higher education,Single / not married,Rented apartment,State servant,0.2882,0.7513,0.356,5,0.1468,2,0.8455,0.3524,5.4,4.719473731144719,0.4451794060863402,10.601284935065935,0,3.8876712328767122,23.747945205479454,0.16370558375634517,0
100020,0,F,-8656,-3004,143277.81,401566.84,26173.54,Lower secondary,Civil marriage,House / apartment,Working,0.4427,0.661,0.1522,2,0.0195,2,0.4776,0.1318,0.42,2.802714809781082,0.18267685693967545,15.342473352859415,0,8.23013698630137,23.715068493150685,0.3470425138632162,0
100021,0,F,-12025,-7325,133029.44,557012.24,22066.01,Secondary,Single / not married,House / apartment,Commercial associate,0.4004,0.4326,0.3078,0,0.1471,0,0.8526,0.2887,3.1,4.18713511836177,0.16587313304483578,25.242997714584558,0,20.068493150684933,32.945205479452056,0.6091476091476091,1
100022,0,M,-9394,365243,101264.25,402349.9,31871.25,Secondary,Married,House / apartment,Working,0.4647,0.3717,0.488,3,0.0349,7,0.8071,0.1556,3.22,3.973266972302664,0.3147334819543916,12.624227163980077,1,,25.736986301369864,0.0,0
100023,0,M,-7461,-5900,288484.82,1298532.09,102322.79,Lower secondary,Single / not married,House / apartment,Working,0.5657,0.2324,0.5685,2,0.0955,1,0.5247,0.0631,1.38,4.501214621968671,0.35469037850934404,12.690546162785438,0,16.164383561643834,20.44109589041096,0.7907787159898136,0
100024,0,F,-24801,-3681,135267.39,651938.23,24871.68,Higher education,Civil marriage,House / apartment,Working,0.3697,0.5784,0.4982,2,0.1064,1,0.8325,0.2055,3.54,4.819626001507088,0.18387048053488722,26.212070515542173,0,10.084931506849315,67.94794520547946,0.1484214346195718,0
100025,0,F,-17717,-13099,116357.16,444115.98,28675.93,Secondary,Single / not married,House / apartment,Pensioner,0.4007,0.6572,0.3862,1,0.0714,1,0.671,0.3076,2.61,3.816834133799759,0.2464474897806031,15.487413311442731,0,35.88767123287671,48.53972602739726,0.7393463904724277,0
100026,0,M,-21194,-5103,121336.94,573066.23,29823.65,Higher education,Widow,Rented apartment,Commercial associate,0.6101,0.5098,0.5682,3,0.0851,1,0.6499,0.0431,0.17,4.72293293369686,0.24579200695188128,19.21516078682522,0,13.98082191780822,58.06575342465754,0.24077569123336792,0
100027,0,M,-17425,-4685,197357.1,471966.84,34289.62,Incomplete higher,Married,House / apartment,Working,0.492,0.5319,0.7625,2,0.0698,2,0.6156,0.1558,3.52,2.3914358287591377,0.17374404062483692,13.764131536015855,0,12.835616438356164,47.73972602739726,0.26886657101865136,0
100028,0,F,-20649,-994,180050.79,831214.28,51844.7,Secondary,Married,House / apartment,Working,0.6047,0.67,0.7823,1,0.0683,3,0.9504,0.0213,0.38,4.616554473323888,0.28794486266902797,16.032772491691535,0,2.723287671232877,56.57260273972603,0.048137924354690304,0
100029,0,F,-19572,-5138,184795.1,632898.0,25099.08,Higher education,Married,House / apartment,Self-employed,0.5782,0.6471,0.3297,1,0.0186,1,0.6279,0.1942,0.68,3.424863538048357,0.13582113378547375,25.215984012162995,0,14.076712328767123,53.62191780821918,0.2625178826895565,0
100030,0,F,-10165,-3210,186642.73,1070339.49,39710.87,Secondary,Single / not married,House / apartment,Commercial associate,0.4142,0.5211,0.543,1,0.3043,0,0.9006,0.0531,0.29,5.734696926046891,0.21276408676619765,26.953312531304398,0,8.794520547945206,27.84931506849315,0.3157894736842105,0
100031,0,F,-9990,-5167,478258.27,2558630.91,139625.55,Incomplete higher,Married,House / apartment,Commercial associate,0.3545,0.6074,0.628,3,0.0046,0,0.8097,0.4238,4.94,5.349893709104079,0.29194591867695247,18.324947762067904,0,14.156164383561643,27.36986301369863,0.5172172172172171,0
100032,0,F,-16044,-2845,117767.99,177352.72,9326.24,Secondary,Married,House / apartment,Working,0.3229,0.5513,0.2573,2,0.1414,1,0.8567,0.0467,0.29,1.5059501312708148,0.07919163772770513,19.01652970543327,0,7.794520547945205,43.95616438356164,0.17732485664422837,0
100033,0,M,-13936,-2870,111108.95,546933.73,23791.48,Secondary,Civil marriage,House / apartment,Working,0.3733,0.4672,0.8471,2,0.0015,1,0.8593,0.0076,0.1,4.92249931261163,0.21412748477957896,22.988638369702095,0,7.863013698630137,38.18082191780822,0.2059414466130884,0
100034,1,M,-22337,-10735,94129.33,396399.16,27851.98,Secondary,Civil marriage,House / apartment,Self-employed,0.3411,0.592,0.5229,0,0.1365,2,0.5969,0.0229,0.45,4.211218331204524,0.29589055823514304,14.232351164980011,0,29.410958904109588,61.1972602739726,0.48059273850561846,0
100035,0,M,-12776,-6926,206651.42,974180.29,39523.85,Higher education,Married,House / apartment,Commercial associate,0.4074,0.4503,0.5697,3,0.0353,1,0.7304,0.1102,1.88,4.7141233774246505,0.1912585454288192,24.64790980635743,0,18.975342465753425,35.0027397260274,0.5421102066374451,0
100036,0,F,-13181,-10139,274014.08,729531.13,25325.08,Secondary,Single / not married,House / apartment,Pensioner,0.4958,0.4663,0.575,5,0.0493,2,0.5268,0.117,0.12,2.662385560625206,0.09242254996531565,28.80666635603915,0,27.778082191780822,36.11232876712329,0.7692132615127836,0
100037,0,M,-16761,-8420,138320.52,704643.67,59868.02,Secondary,Widow,Rented apartment,Working,0.5466,0.436,0.3964,1,0.2824,1,0.6907,0.1979,3.33,5.094281528149259,0.4328209581629682,11.769951135848489,0,23.068493150684933,45.92054794520548,0.5023566612970587,0
100038,0,F,-10747,-7856,92773.28,197880.65,12313.46,Incomplete higher,Civil marriage,Rented apartment,Commercial associate,0.4882,0.5828,0.3989,2,0.1073,2,0.5758,0.3569,6.41,2.1329487326523324,0.13272636259060797,16.070271881339607,0,21.523287671232875,29.443835616438356,0.7309946961942867,0
100039,0,F,-22653,-6810,93576.57,518862.61,47523.86,Secondary,Single / not married,With parents,Working,0.6103,0.5146,0.5552,1,0.0366,1,0.628,0.0495,0.06,5.54479192815039,0.5078606749531426,10.917939115214967,0,18.65753424657534,62.06301369863014,0.3006224341146868,0
100040,0,F,-7495,-5651,210623.2,727693.57,69867.76,Higher education,Married,Municipal apartment,Working,0.5447,0.3963,0.4086,0,0.0392,4,0.8702,0.0813,1.31,3.4549544874448777,0.3317192028228609,10.415298415177473,0,15.482191780821918,20.534246575342465,0.7539693128752502,0
100041,0,F,-22458,-3825,221635.58,438509.75,20914.68,Higher education,Married,Rented apartment,Working,0.4748,0.505,0.4355,1,0.1736,1,0.9516,0.2637,4.37,1.9785169420902549,0.09436517367834173,20.966600971183876,0,10.479452054794521,61.52876712328767,0.17031792679668717,0
100042,0,F,-18434,-12985,198537.81,923816.35,65278.0,Lower secondary,Married,House / apartment,State servant,0.74,0.3518,0.5973,2,0.0598,2,0.8943,0.0775,0.62,4.653100333886024,0.3287937949955225,14.15203207818867,0,35.57534246575342,50.50410958904109,0.7044049039817728,0
100043,0,F,-23180,-5973,102126.72,330947.76,24078.68,Lower secondary,Married,House / apartment,Commercial associate,0.2167,0.3125,0.571,2,0.0908,3,0.6885,0.2149,2.85,3.240559963151661,0.2357725774410458,13.744431173137398,0,16.364383561643837,63.50684931506849,0.257679033649698,0
100044,0,F,-12554,-12907,167324.23,442614.79,26540.79,Secondary,Single / not married,Municipal apartment,Pensioner,0.5155,0.6421,0.62,2,0.1566,2,0.7689,0.3903,3.64,2.6452522148167064,0.15861892805363575,16.676775258008522,0,35.36164383561644,34.394520547945206,1.0281185279592162,0
100045,0,F,-23401,-11214,157027.65,708298.79,30524.13,Secondary,Civil marriage,Municipal apartment,Working,0.367,0.5631,0.2975,7,0.0376,0,0.92,0.1821,3.88,4.5106628673357845,0.1943869757969377,23.20455292255668,0,30.723287671232878,64.11232876712329,0.4792102901585403,0
100046,0,F,-22746,-8801,166088.94,498377.06,34415.36,Secondary,Married,House / apartment,Working,0.5459,0.3676,0.3204,1,0.0202,1,0.6458,0.0689,0.71,3.0006637407644363,0.20721042593203376,14.481239190872913,0,24.112328767123287,62.31780821917808,0.3869251736569067,0
100047,0,F,-15468,-12305,237823.92,588906.89,29926.65,Higher education,Married,House / apartment,Working,0.3537,0.7303,0.7004,1,0.0466,2,0.7657,0.075,1.84,2.476230692017859,0.1258353238816348,19.67834321582937,0,33.71232876712329,42.37808219178082,0.7955133178174296,0
100048,1,M,-12370,-9606,166537.79,701590.69,27249.84,Higher education,Married,House / apartment,Working,0.2306,0.4632,0.3256,3,0.0444,2,0.8887,0.7627,6.44,4.212801731066564,0.16362556510447268,25.74659851213805,0,26.317808219178083,33.89041095890411,0.7765561843168957,0
100049,0,F,-10824,-11910,213929.64,658215.07,68772.11,Secondary,Married,Rented apartment,Working,0.5217,0.5394,0.4952,1,0.2595,2,0.53,0.177,0.42,3.076782955367942,0.3214706947573978,9.57095936128759,0,32.63013698630137,29.654794520547945,1.1003325942350335,0
100050,0,F,-10010,-11628,152843.3,265585.73,22116.33,Secondary,Widow,House / apartment,Working,0.727,0.7232,0.4181,0,0.1825,3,0.7656,0.2799,0.52,1.7376340997609971,0.14469937511163397,12.008580537548497,0,31.85753424657534,27.424657534246574,1.1616383616383616,0
100051,0,M,-17728,-9431,172648.96,435265.91,22184.8,Higher education,Single / not married,House / apartment,Self-employed,0.3145,0.6994,0.5757,3,0.3522,1,0.6966,0.136,1.96,2.521103573401195,0.12849657478388518,19.62000604017165,0,25.838356164383562,48.56986301369863,0.5319833032490975,0
100052,0,F,-24477,365243,208398.74,735405.17,52399.44,Secondary,Married,House / apartment,Pensioner,0.5931,0.5232,0.541,4,0.0025,1,0.8579,0.0922,1.0,3.5288369305879685,0.251438372420102,14.034599797249742,1,,67.06027397260274,0.0,0
100053,0,F,-17417,-11936,66076.23,269920.41,9406.09,Higher education,Married,House / apartment,Working,0.6558,0.3165,0.6926,1,0.1031,3,0.7014,0.3573,0.69,4.084985024115328,0.14235209847777333,28.696345665414636,0,32.701369863013696,47.71780821917808,0.6853074582304645,0
100054,0,M,-24555,-3283,123522.77,455725.31,47692.32,Secondary,Married,House / apartment,Commercial associate,0.3217,0.3144,0.6307,3,0.366,2,0.8702,0.0464,0.59,3.6894032573913296,0.386101445101984,9.555528227605619,0,8.994520547945205,67.27397260273973,0.13369985746283852,0
100055,0,F,-20816,-12798,113697.31,640625.1,42042.39,Higher education,Separated,House / apartment,State servant,0.7509,0.3338,0.4318,1,0.2029,2,0.7954,0.121,1.26,5.634478951173075,0.3697747114685475,15.237599479953447,0,35.06301369863014,57.03013698630137,0.614815526518063,0
100056,0,F,-19551,-7349,103633.63,314765.11,38777.94,Higher education,Married,House / apartment,Working,0.6946,0.4802,0.4225,7,0.0637,1,0.7989,0.4106,7.66,3.037287316868086,0.37418297515970445,8.117117876813467,0,20.134246575342466,53.56438356164384,0.37588870134519975,0
100057,0,F,-20266,-1785,126585.31,683916.4,84222.78,Higher education,Married,House / apartment,Working,0.4945,0.6242,0.5346,4,0.1338,0,0.7026,0.122,0.46,5.402810168099284,0.6653440276758812,8.120325641115148,0,4.890410958904109,55.52328767123288,0.08807855521563208,0
100058,0,M,-23904,-2217,335111.21,1224503.77,129005.68,Secondary,Married,House / apartment,Commercial associate,0.5521,0.642,0.6734,2,0.0642,2,0.6308,0.0197,0.03,3.6540221080637676,0.38496378560418787,9.491859350689056,0,6.073972602739726,65.4904109589041,0.09274598393574297,0
100059,0,F,-22646,-10953,91472.43,417662.2,24564.63,Secondary,Married,Rented apartment,Pensioner,0.4958,0.5279,0.2059,2,0.0474,3,0.7997,0.1384,1.04,4.56598999283172,0.2685468178772555,17.00258461047449,0,30.008219178082193,62.04383561643836,0.4836615737878654,0
100060,0,M,-10194,-11816,250835.62,985983.58,64281.94,Lower secondary,Separated,House / apartment,State servant,0.4757,0.5963,0.6629,3,0.052,4,0.8102,0.1456,2.52,3.9307957139420626,0.25627117871058347,15.338422891406202,0,32.37260273972603,27.92876712328767,1.1591132038453993,0
100061,0,F,-17761,-9549,58362.08,116120.89,6708.57,Secondary,Single / not married,House / apartment,Working,0.5528,0.4394,0.3739,1,0.1488,3,0.5063,0.1163,2.53,1.9896633224861073,0.11494741105868742,17.30933567064218,0,26.161643835616438,48.66027397260274,0.5376386464726085,0
100062,0,F,-15533,-9542,122493.5,416620.36,25963.06,Secondary,Widow,House / apartment,Working,0.6371,0.5145,0.2784,0,0.0102,2,0.6398,0.3964,0.55,3.40116300048574,0.21195459350904336,16.046658598793822,0,26.14246575342466,42.556164383561644,0.6143050280048928,0
100063,0,M,-23024,-12637,161057.09,730943.16,75739.75,Secondary,Married,House / apartment,Pensioner,0.668,0.5752,0.7847,2,0.0098,2,0.9586,0.1893,1.73,4.538410323941654,0.4702664750741492,9.650720526539896,0,34.62191780821918,63.07945205479452,0.5488620569840167,0
100064,0,F,-10951,365243,203296.8,557449.01,26133.24,Higher education,Married,Rented apartment,Pensioner,0.5109,0.391,0.4964,0,0.0231,5,0.7821,0.2387,1.97,2.7420451772974292,0.12854722750185937,21.331033197567542,1,,30.002739726027396,0.0,0
100065,0,F,-21965,-12144,217765.62,650263.66,42718.08,Lower secondary,Separated,Municipal apartment,Working,0.3095,0.5626,0.4945,4,0.2957,2,0.5773,0.0707,0.14,2.986071263223277,0.1961654002133119,15.222211766071883,0,33.271232876712325,60.178082191780824,0.5528795811518323,0
100066,1,F,-15863,-1993,227826.8,1060562.27,53580.32,Higher education,Single / not married,With parents,Commercial associate,0.3227,0.4639,0.588,3,0.0619,5,0.5116,0.3596,2.74,4.655125165257116,0.23518005783340679,19.79387711756854,0,5.46027397260274,43.46027397260274,0.1256382777532623,0
100067,1,M,-23973,-11714,121564.61,583693.15,22778.06,Higher education,Married,House / apartment,Working,0.6067,0.4275,0.4251,3,0.2814,0,0.8868,0.2961,3.58,4.801505553302067,0.1873741050129639,25.625235423912308,0,32.09315068493151,65.67945205479452,0.48863304550953157,0
100068,0,F,-21450,-7448,114199.99,446887.61,15940.87,Secondary,Married,House / apartment,Working,0.3641,0.5031,0.5827,3,0.0684,2,0.8998,0.0044,0.05,3.9132018312786188,0.1395873152002903,28.034079068457366,0,20.405479452054795,58.76712328767123,0.34722610722610725,0
100069,0,M,-13469,-11658,236070.73,1136327.8,41767.32,Secondary,Married,House / apartment,State servant,0.6095,0.695,0.6314,2,0.0867,2,0.8392,0.2857,5.89,4.8135056811151475,0.1769271438267675,27.206145857574775,0,31.93972602739726,36.9013698630137,0.8655430989680006,0
100070,1,F,-22411,-10570,132558.94,701079.64,43665.25,Secondary,Married,House / apartment,Pensioner,0.3234,0.4119,0.339,0,0.0813,0,0.542,0.254,5.7,5.288814470001043,0.32940252841490736,16.055779824917984,0,28.958904109589042,61.4,0.4716433894069877,1
100071,0,F,-10652,365243,73011.52,276700.94,23286.5,Secondary,Married,House / apartment,Working,0.7001,0.7897,0.4732,1,0.0369,3,0.8512,0.0861,1.89,3.7898257699606854,0.31894281888666337,11.88246151203487,1,,29.183561643835617,0.0,0
100072,0,M,-7374,-12663,78959.63,365576.5,18002.1,Secondary,Widow,House / apartment,Working,0.5952,0.635,0.7097,3,0.1197,0,0.6828,0.165,2.37,4.629916578889744,0.22799118992832157,20.307436354647514,0,34.69315068493151,20.202739726027396,1.7172497965825877,0
100073,0,F,-16364,-2207,88814.15,138121.35,5080.8,Secondary,Married,House / apartment,Pensioner,0.3622,0.8145,0.4896,2,0.0926,0,0.5577,0.0284,0.32,1.5551727962267277,0.05720710044514304,27.184961029759094,0,6.046575342465753,44.83287671232877,0.13486922512833047,0
100074,0,F,-14266,-12459,193578.5,315859.95,12277.86,Incomplete higher,Married,House / apartment,Working,0.432,0.5461,0.7581,2,0.0036,1,0.6489,0.2852,4.71,1.6316892113535337,0.0634257420116387,25.72597749119146,0,34.134246575342466,39.084931506849315,0.8733352025795598,0
100075,0,F,-9548,-5072,159266.5,670859.8,37177.23,Secondary,Married,Municipal apartment,Working,0.3784,0.3572,0.5992,1,0.0646,0,0.7922,0.1635,1.84,4.212183980937612,0.23342780810779418,18.04491082310328,0,13.895890410958904,26.15890410958904,0.5312107247591118,0
100076,0,F,-25078,-2949,215295.54,938849.09,37480.47,Secondary,Married,Rented apartment,Pensioner,0.5544,0.4462,0.368,2,0.1652,2,0.7861,0.3114,6.35,4.360745652232275,0.17408846462866812,25.04902126360742,0,8.07945205479452,68.7068493150685,0.1175931094983651,0
100077,1,F,-7998,-10514,116425.99,328555.99,27196.9,Higher education,Widow,Rented apartment,Working,0.3439,0.6287,0.2375,2,0.172,3,0.7795,0.5064,12.32,2.8220158574558822,0.23359818542234428,12.080641176016384,0,28.805479452054794,21.912328767123288,1.3145786446611651,0
100078,1,F,-17839,-14341,160684.3,687650.69,80325.78,Higher education,Married,House / apartment,Working,0.164,0.3989,0.4216,4,0.2618,1,0.5822,0.1967,4.08,4.27951386663165,0.49989812321427796,8.560772021136925,0,39.29041095890411,48.87397260273973,0.8039127753797859,0
100079,0,F,-11968,-1282,207746.68,406721.81,14476.18,Secondary,Widow,House / apartment,Working,0.5057,0.4284,0.7813,2,0.0446,3,0.6404,0.0779,0.54,1.9577776646057594,0.06968188372492884,28.09593483916337,0,3.5123287671232877,32.78904109589041,0.10711898395721925,0
100080,0,M,-12597,-14327,124226.2,616426.91,21338.52,Secondary,Married,House / apartment,Commercial associate,0.3503,0.5688,0.7532,1,0.2941,5,0.9016,0.3029,4.77,4.9621328673017455,0.17177149425805507,28.88798801416406,0,39.25205479452055,34.512328767123286,1.137334285941097,0
100081,0,F,-11075,-5001,189326.13,584790.45,24387.77,Higher education,Single / not married,House / apartment,Commercial associate,0.4723,0.5767,0.6394,3,0.3115,0,0.5751,0.0766,1.64,3.0887994699939196,0.12881354517730859,23.97884062380447,0,13.7013698630137,30.34246575342466,0.45155756207674946,0
100082,0,F,-14257,-14148,102328.22,416617.66,27014.33,Secondary,Widow,House / apartment,Pensioner,0.2552,0.5978,0.4503,2,0.2364,0,0.8693,0.1824,1.81,4.071385781947541,0.2639968720261136,15.422098567686112,0,38.76164383561644,39.06027397260274,0.9923546328119521,0
100083,1,F,-19235,-719,120610.35,712389.7,72355.87,Higher education,Widow,With parents,Self-employed,0.2903,0.539,0.567,3,0.0786,5,0.8393,0.0113,0.22,5.906538700866053,0.5999142693806957,9.845637955842422,0,1.9698630136986301,52.6986301369863,0.03737977644918118,0
100084,1,M,-13069,-8958,119377.28,456556.03,52083.34,Secondary,Single / not married,House / apartment,Self-employed,0.2555,0.5383,0.3263,2,0.0401,1,0.4824,0.029,0.11,3.8244800853227687,0.4362918974196765,8.765874653968046,0,24.542465753424658,35.8054794520548,0.6854388246996709,0
100085,0,F,-20206,-7802,76289.32,295240.15,34593.13,Secondary,Single / not married,With parents,State servant,0.3587,0.7211,0.4881,2,0.0513,3,0.8356,0.3425,7.91,3.8700063128102333,0.453446563686765,8.534646908215592,0,21.375342465753423,55.35890410958904,0.38612293378204493,0
100086,0,F,-15305,-12146,192496.81,378099.04,26155.45,Secondary,Married,House / apartment,Working,0.3603,0.6233,0.1616,4,0.4128,2,0.8264,0.1251,1.37,1.9641834064678785,0.13587471917067093,14.455841516777573,0,33.276712328767125,41.93150684931507,0.7935968637700098,0
100087,0,M,-21343,-6888,113758.01,193340.53,13880.34,Secondary,Widow,House / apartment,Working,0.5689,0.4045,0.5598,3,0.4034,1,0.6202,0.4521,10.18,1.699577286909291,0.12201637493482877,13.929091794581401,0,18.87123287671233,58.47397260273973,0.3227287635290259,0
100088,0,M,-15249,-1110,148282.09,838074.02,61266.14,Higher education,Married,With parents,Working,0.4246,0.6367,0.3102,2,0.1063,3,0.7865,0.0402,0.38,5.651889719115775,0.41317289228928455,13.679236524448905,0,3.041095890410959,41.778082191780825,0.07279165846940783,0
100089,0,F,-13838,-2684,191838.79,1035751.75,37686.17,Higher education,Married,House / apartment,Commercial associate,0.3225,0.4687,0.6351,1,0.1878,2,0.494,0.2571,3.76,5.399073618010205,0.1964470793419829,27.483603401460005,0,7.353424657534247,37.912328767123284,0.19395866454689986,0
100090,1,F,-16365,-3729,188262.43,968973.57,82006.64,Higher education,Single / not married,House / apartment,Working,0.4566,0.2139,0.4786,2,0.0662,1,0.6517,0.3864,3.32,5.146930112396828,0.435597479539598,11.81579406252957,0,10.216438356164383,44.83561643835616,0.22786434463794686,0
100091,0,M,-19579,-12721,212343.77,1268545.18,119707.54,Secondary,Married,House / apartment,Pensioner,0.623,0.665,0.5611,2,0.0321,1,0.6154,0.0869,1.9,5.974016473381819,0.5637440646363207,10.597036577645818,0,34.85205479452055,53.64109589041096,0.6497267480463762,0
100092,0,F,-15607,-1343,139501.83,270020.16,15976.18,Secondary,Married,House / apartment,Working,0.4692,0.3883,0.3603,5,0.1019,1,0.6353,0.0867,0.73,1.9356029953155454,0.11452308546776771,16.901421991990574,0,3.6794520547945204,42.75890410958904,0.08605113090280003,0
100093,1,F,-23506,-12249,116679.48,577075.18,22943.1,Incomplete higher,Married,With parents,Pensioner,0.3782,0.4547,0.6129,0,0.2738,0,0.8444,0.1496,1.18,4.945815493864046,0.19663354687559456,25.152450191996728,0,33.558904109589044,64.4,0.521100995490513,1
